sample_id,description,serotype,genotype,country,year,host,genome_length,is_complete,location,lineage,data_source
MH827551.1,"Dengue virus type 2 isolate D2/China/GDgz/GD17006/2017(Maldives), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827550.1,"Dengue virus type 2 isolate D2/China/GDsz/GD17029/2017, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827549.1,"Dengue virus type 2 isolate D2/China/GDsz/GD17027/2017, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827548.1,"Dengue virus type 2 isolate D2/China/GDfs/GD17025/2017(Maldives), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827547.1,"Dengue virus type 2 isolate D2/China/GDzq/GD17024/2017(Malaysia), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827546.1,"Dengue virus type 2 isolate D2/China/GDgz/GD17013/2017(Thailand), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827545.1,"Dengue virus type 2 isolate D2/China/GDzs/GD16168/2016(Philippines), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827544.1,"Dengue virus type 2 isolate D2/China/GDzs/GD16161/2016(New_Guinea), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827543.1,"Dengue virus type 2 isolate D2/China/GDqy/GD16158/2016, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827542.1,"Dengue virus type 2 isolate D2/China/GDst/GD16047/2016, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827541.1,"Dengue virus type 2 isolate D2/China/GDsd/GD16033/2016, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827540.1,"Dengue virus type 2 isolate D2/China/GDfs/GD16032/2016, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827538.1,"Dengue virus type 2 isolate D2/China/GD_/GD151665/2015, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827537.1,"Dengue virus type 2 isolate D2/China/GD_/GD151663/2015, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827536.1,"Dengue virus type 2 isolate D2/China/GDmm/D16005/2016(Malaysia), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827535.1,"Dengue virus type 2 isolate D2/China/GDzh/D16003/2016(Tailand), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827534.1,"Dengue virus type 2 isolate D2/China/GDsz/D15328/2015(Taiwan), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827533.1,"Dengue virus type 2 isolate D2/China/GDcz/D15044/2015, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827532.1,"Dengue virus type 2 isolate D2/China/GDmm/D15341/2015(Myanmar), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827531.1,"Dengue virus type 2 isolate D2/China/GDzs/D14115/2014, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827530.1,"Dengue virus type 2 isolate D2/China/GDyf/D14070/2014, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827529.1,"Dengue virus type 2 isolate D2/China/GDfs/D14005/2014, complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827528.1,"Dengue virus type 2 isolate D2/China/GDcz/D15030/2015(Malaysia), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827527.1,"Dengue virus type 2 isolate D2/China/GDsg/GD15023/2015(Indonesia), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
MH827526.1,"Dengue virus type 2 isolate D2/China/GDsw/D15024/2015(New_Guinea), complete genome",DENV-2,,,2017,Homo sapiens,10724.0,True,,,legacy
NC_001475.2,"Dengue virus 3, complete genome",DENV-3,,,,,10707.0,True,,,legacy
NC_001474.2,"Dengue virus 2, complete genome",DENV-2,,,1964,,10723.0,True,,,legacy
NC_002640.1,"Dengue virus 4, complete genome",DENV-4,,,,,10649.0,True,,,legacy
MG181997.1,"Dengue virus type 1 isolate PF08-080108-88, complete genome",DENV-1,,,2008,Homo sapiens,10715.0,True,,,legacy
MK894341.1,"Dengue virus type 3 isolate 18XN61927, partial genome",DENV-3,,,2018,Homo sapiens,10642.0,False,,,legacy
MK894340.1,"Dengue virus type 3 isolate 18XN26997, partial genome",DENV-3,,,2018,Homo sapiens,10650.0,False,,,legacy
MK894339.1,"Dengue virus type 3 isolate 18XN10607, partial genome",DENV-3,,,2018,Homo sapiens,10650.0,False,,,legacy
MK894338.1,"Dengue virus type 3 isolate 18XN04331, partial genome",DENV-3,,,2018,Homo sapiens,10650.0,False,,,legacy
NC_001477.1,"Dengue virus 1, complete genome",DENV-1,,,,,10735.0,True,,,legacy
MG097876.1,"Dengue virus type 1 isolate SG(EHI)D1/30889Y14, complete genome",DENV-1,,,2014,Homo sapiens,10735.0,True,,,legacy
MG097875.1,"Dengue virus type 1 isolate SG(EHI)D1/18640Y12, complete genome",DENV-1,,,2012,Homo sapiens,10705.0,True,,,legacy
MK514144.1,"Dengue virus type 4 isolate Homo sapiens/Haiti-0075/2015, complete genome",DENV-4,,,2015,Homo sapiens,10649.0,True,,,legacy
MH781015.1,"Dengue virus type 2 isolate G3AE, complete genome",DENV-2,,,2012,Aedes aegypti,10705.0,True,,,legacy
MH781014.1,"Dengue virus type 2 isolate G1AE, complete genome",DENV-2,,,2012,Aedes aegypti,10617.0,True,,,legacy
MH781013.1,"Dengue virus type 2 isolate G2AE, complete genome",DENV-2,,,2012,Aedes aegypti,10651.0,True,,,legacy
MK543479.1,"Dengue virus type 2 isolate HNQY2018004, complete genome",DENV-2,,,2018,Homo sapiens,10716.0,True,,,legacy
MK543471.1,"Dengue virus type 2 isolate HNQY2018005, complete genome",DENV-2,,,2018,Homo sapiens,10716.0,True,,,legacy
MK543450.1,"Dengue virus type 2 isolate HNQY20180091, complete genome",DENV-2,,,2018,Homo sapiens,10716.0,True,,,legacy
MK543449.1,"Dengue virus type 2 isolate HNQY20180084, complete genome",DENV-2,,,2018,Homo sapiens,10716.0,True,,,legacy
MK543448.1,"Dengue virus type 2 isolate HNQY20180008, complete genome",DENV-2,,,2018,Homo sapiens,10716.0,True,,,legacy
MH613986.1,"Dengue virus type 2 isolate C6L_P56, complete genome",DENV-2,,,2017,,10723.0,True,,,legacy
MH613985.1,"Dengue virus type 2 isolate C6L_P30, complete genome",DENV-2,,,2017,,10723.0,True,,,legacy
MH613984.1,"Dengue virus type 2 isolate C6L_48h, complete genome",DENV-2,,,2017,,10723.0,True,,,legacy
MK506266.1,"Dengue virus type 4 isolate h241-2007, complete genome",DENV-4,,,2007,,10621.0,True,,,legacy
MK506265.1,"Dengue virus type 3 isolate h87-2007, complete genome",DENV-3,,,2007,,10650.0,True,,,legacy
MK506264.1,"Dengue virus type 2 isolate ngc-2007, complete genome",DENV-2,,,2007,,10688.0,True,,,legacy
MK506263.1,"Dengue virus type 2 isolate 16681-2007, complete genome",DENV-2,,,2007,,10688.0,True,,,legacy
MK506262.1,"Dengue virus type 1 isolate hawaii-2007, complete genome",DENV-1,,,2007,,10701.0,True,,,legacy
MK513444.1,"Dengue virus type 2 isolate SG(EHI)D2/02862Y15, complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
KY672960.1,"Dengue virus type 4 isolate DENV-4/China/YN/15DGR394 (2015), complete genome",DENV-4,,,2015,Homo sapiens,10661.0,True,,,legacy
KY672959.1,"Dengue virus type 4 isolate DENV-4/China/YN/15DGR50 (2015), complete genome",DENV-4,,,2015,Homo sapiens,10661.0,True,,,legacy
KY672958.1,"Dengue virus type 4 isolate DENV-4/China/YN/15DGR35 (2015), complete genome",DENV-4,,,2015,Homo sapiens,10661.0,True,,,legacy
KY672957.1,"Dengue virus type 4 isolate DENV-4/China/YN/15DGR32 (2015), complete genome",DENV-4,,,2015,Homo sapiens,10661.0,True,,,legacy
KY672956.1,"Dengue virus type 4 isolate DENV-4/China/YN/15DGR9 (2015), complete genome",DENV-4,,,2015,Homo sapiens,10661.0,True,,,legacy
KY672955.1,"Dengue virus type 2 isolate DENV-2/China/YN/15DGR65(2015), complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
KY672954.1,"Dengue virus type 2 isolate DENV-2/China/YN/JH1516(2015), complete genome",DENV-2,,,2015,Homo sapiens,10665.0,True,,,legacy
KY672953.1,"Dengue virus type 2 isolate DENV-2/China/YN/JH1515(2015), complete genome",DENV-2,,,2015,Homo sapiens,10665.0,True,,,legacy
KY672952.1,"Dengue virus type 2 isolate DENV-2/China/YN/JH1505(2015), complete genome",DENV-2,,,2015,Homo sapiens,10668.0,True,,,legacy
KY672951.1,"Dengue virus type 2 isolate DENV-2/China/YN/JH1502(2015), complete genome",DENV-2,,,2015,Homo sapiens,10680.0,True,,,legacy
KY672950.1,"Dengue virus type 2 isolate DENV-2/China/YN/15DGR605(2015), complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
KY672949.1,"Dengue virus type 2 isolate DENV-2/China/YN/RL27(2013), complete genome",DENV-2,,,2013,Homo sapiens,10723.0,True,,,legacy
KY672948.1,"Dengue virus type 2 isolate DENV-2/China/YN/RL18(2013), complete genome",DENV-2,,,2013,Homo sapiens,10723.0,True,,,legacy
KY672947.1,"Dengue virus type 2 isolate DENV-2/China/YN/RL16(2013), complete genome",DENV-2,,,2013,Homo sapiens,10723.0,True,,,legacy
KY672946.1,"Dengue virus type 2 isolate DENV-2/China/YN/15DGR29(2015), complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
KY672945.1,"Dengue virus type 2 isolate DENV-2/China/YN/15DGR8(2015), complete genome",DENV-2,,,2015,Homo sapiens,10723.0,True,,,legacy
KY672944.1,"Dengue virus type 1 isolate DENV-1/China/YN/YNH22 (2013), complete genome",DENV-1,,,2013,Homo sapiens,10709.0,True,,,legacy
KY672943.1,"Dengue virus type 1 isolate DENV-1/China/YN/YNH12 (2013), complete genome",DENV-1,,,2013,Homo sapiens,10737.0,True,,,legacy
KY672942.1,"Dengue virus type 1 isolate DENV-1/China/YN/DGRL-177(2014), complete genome",DENV-1,,,2014,Homo sapiens,10737.0,True,,,legacy
KY672941.1,"Dengue virus type 1 isolate DENV-1/China/YN/DGRL-161(2014), complete genome",DENV-1,,,2014,Homo sapiens,10714.0,True,,,legacy
KY672940.1,"Dengue virus type 1 isolate DENV-1/China/YN/DGRL-157(2014), complete genome",DENV-1,,,2014,Homo sapiens,10707.0,True,,,legacy
KY672939.1,"Dengue virus type 1 isolate DENV-1/China/YN/DGRL-49(2014), complete genome",DENV-1,,,2014,Homo sapiens,10707.0,True,,,legacy
KY672938.1,"Dengue virus type 1 isolate DENV-1/China/YN/DGRL-32(2014), complete genome",DENV-1,,,2014,Homo sapiens,10738.0,True,,,legacy
KY672937.1,"Dengue virus type 1 isolate DENV-1/China/YN/DGRL-6(2014), complete genome",DENV-1,,,2014,Homo sapiens,10738.0,True,,,legacy
KY672936.1,"Dengue virus type 1 isolate DENV-1/China/YN/LC1502(2015), complete genome",DENV-1,,,2015,Homo sapiens,10738.0,True,,,legacy
KY672935.1,"Dengue virus type 1 isolate DENV-1/China/YN/GM1503(2015), complete genome",DENV-1,,,2015,Homo sapiens,10738.0,True,,,legacy
KY672934.1,"Dengue virus type 1 isolate DENV-1/China/YN/GM1502 (2015), complete genome",DENV-1,,,2015,Homo sapiens,10738.0,True,,,legacy
KY672933.1,"Dengue virus type 1 isolate DENV-1/China/YN/15DGR55 (2015), complete genome",DENV-1,,,2015,Homo sapiens,10714.0,True,,,legacy
KY672932.1,"Dengue virus type 1 isolate DENV-1/China/YN/15DGR7 (2015), complete genome",DENV-1,,,2015,Homo sapiens,10704.0,True,,,legacy
KY672931.1,"Dengue virus type 1 isolate DENV-1/China/YN/15DGR4 (2015), complete genome",DENV-1,,,2015,Homo sapiens,10738.0,True,,,legacy
MH823210.1,"Dengue virus type 4 isolate JMB-006, complete genome",DENV-4,,,2014,Homo sapiens,10648.0,True,,,legacy
MH823209.1,"Dengue virus type 3 isolate SMD-031, complete genome",DENV-3,,,2016,Homo sapiens,10707.0,True,,,legacy
MH823207.1,"Dengue virus type 1 isolate JMB-059, complete genome",DENV-1,,,2015,Homo sapiens,10728.0,True,,,legacy
MK268692.1,"Dengue virus type 2 isolate DENV-2/TH/1974, complete genome",DENV-2,,,1974,Homo sapiens,10721.0,True,,,legacy
MH888334.1,"Dengue virus type 4 isolate CNR_16861, complete genome",DENV-4,,,2013,Homo sapiens,10605.0,True,,,legacy
MH888333.1,"Dengue virus type 3 isolate BOL_4025, complete genome",DENV-3,,,2011,Homo sapiens,10683.0,True,,,legacy
MH888332.1,"Dengue virus type 3 isolate CNR_15418, complete genome",DENV-3,,,2012,Homo sapiens,10659.0,True,,,legacy
MH888331.1,"Dengue virus type 2 isolate CNR_25326, complete genome",DENV-2,,,2014,Homo sapiens,10461.0,True,,,legacy
MH010629.1,"Dengue virus type 2 isolate D2/Zhejiang/HZ33/2017, complete genome",DENV-2,,,2017,Homo sapiens,10690.0,True,,,legacy
MG721055.1,"Dengue virus type 2 isolate R1_J22_DENV2, complete genome",DENV-2,,,2016,Homo sapiens,10726.0,True,,,legacy
MG721064.1,"Dengue virus type 3 strain R1_J29, complete genome",DENV-3,,,2016,Homo sapiens,10285.0,True,,,legacy
KY923048.1,"Dengue virus type 2 isolate D2Sab2015, complete genome",DENV-2,,,2015,Homo sapiens,10737.0,True,,,legacy
MH921567.1,"Dengue virus type 1 isolate PNG 2016, complete genome",DENV-1,,,2016,Homo sapiens,10706.0,True,,,legacy
MH921566.1,"Dengue virus type 1 isolate PNG 2015c, complete genome",DENV-1,,,2015,Homo sapiens,10706.0,True,,,legacy
MH985859.1,"Dengue virus type 2 isolate Van 2017, complete genome",DENV-2,,,2017,Homo sapiens,10722.0,True,,,legacy
MH985858.1,"Dengue virus type 2 isolate SI 2016, complete genome",DENV-2,,,2016,Homo sapiens,10723.0,True,,,legacy
KY057373.1,"Dengue virus type 1 isolate SUB-120A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057372.1,"Dengue virus type 1 isolate SUB-098A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057371.1,"Dengue virus type 1 isolate SUB-049A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057370.1,"Dengue virus type 1 isolate SUB-048A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057369.1,"Dengue virus type 1 isolate SUB-038A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057368.1,"Dengue virus type 1 isolate SUB-032A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057367.1,"Dengue virus type 1 isolate SUB-027A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057366.1,"Dengue virus type 1 isolate SUB-026A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
KY057365.1,"Dengue virus type 1 isolate SUB-003A, complete genome",DENV-1,,,2012,Homo sapiens,10735.0,True,,,legacy
MG767211.1,"Dengue virus type 1 isolate 09041/DENV-1/GZ/2017, complete genome",DENV-1,,,2017,Homo sapiens,10700.0,True,,,legacy
MG560144.1,"Dengue virus type 2 strain UoH_583351, complete genome",DENV-2,,,2014,Homo sapiens,10670.0,True,,,legacy
MG560143.1,"Dengue virus type 2 strain UoH_58620, complete genome",DENV-2,,,2014,Homo sapiens,10723.0,True,,,legacy
MH382789.1,"Dengue virus type 4 isolate PNG 2016a, complete genome",DENV-4,,,2016,Homo sapiens,10653.0,True,,,legacy
MH110603.1,"Dengue virus type 2 strain D2/CN/HZ-mos2/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110602.1,"Dengue virus type 2 strain D2/CN/HZ-996/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110601.1,"Dengue virus type 2 strain D2/CN/HZ-951/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110600.1,"Dengue virus type 2 strain D2/CN/HZ-848/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110599.1,"Dengue virus type 2 strain D2/CN/HZ-736/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110598.1,"Dengue virus type 2 strain D2/CN/HZ-720/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110597.1,"Dengue virus type 2 strain D2/CN/HZ-719/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110596.1,"Dengue virus type 2 strain D2/CN/HZ-715/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110595.1,"Dengue virus type 2 strain D2/CN/HZ-699/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110594.1,"Dengue virus type 2 strain D2/CN/HZ-67/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110593.1,"Dengue virus type 2 strain D2/CN/HZ-666/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110592.1,"Dengue virus type 2 strain D2/CN/HZ-594/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110591.1,"Dengue virus type 2 strain D2/CN/HZ-545/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110590.1,"Dengue virus type 2 strain D2/CN/HZ-511/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110589.1,"Dengue virus type 2 strain D2/CN/HZ-510/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110588.1,"Dengue virus type 2 strain D2/CN/HZ-505/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110587.1,"Dengue virus type 2 strain D2/CN/HZ-456/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110586.1,"Dengue virus type 2 strain D2/CN/HZ-455/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110585.1,"Dengue virus type 2 strain D2/CN/HZ-439/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110584.1,"Dengue virus type 2 strain D2/CN/HZ-436/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110583.1,"Dengue virus type 2 strain D2/CN/HZ-414/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110582.1,"Dengue virus type 2 strain D2/CN/HZ-406-2/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110581.1,"Dengue virus type 2 strain D2/CN/HZ-406-1/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110580.1,"Dengue virus type 2 strain D2/CN/HZ-333/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110579.1,"Dengue virus type 2 strain D2/CN/HZ-316/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110578.1,"Dengue virus type 2 strain D2/CN/HZ-30/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110577.1,"Dengue virus type 2 strain D2/CN/HZ-294/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110576.1,"Dengue virus type 2 strain D2/CN/HZ-265/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110575.1,"Dengue virus type 2 strain D2/CN/HZ-263/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110574.1,"Dengue virus type 2 strain D2/CN/HZ-244/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110573.1,"Dengue virus type 2 strain D2/CN/HZ-17/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110572.1,"Dengue virus type 2 strain D2/CN/HZ-1560/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110571.1,"Dengue virus type 2 strain D2/CN/HZ-1536/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110570.1,"Dengue virus type 2 strain D2/CN/HZ-1535/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110569.1,"Dengue virus type 2 strain D2/CN/HZ-1469/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110568.1,"Dengue virus type 2 strain D2/CN/HZ-1450/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110567.1,"Dengue virus type 2 strain D2/CN/HZ-1431/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110566.1,"Dengue virus type 2 strain D2/CN/HZ-1358/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110565.1,"Dengue virus type 2 strain D2/CN/HZ-1312/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MH110564.1,"Dengue virus type 2 strain D2/CN/HZ-1003/2017, complete genome",DENV-2,,,2017,Homo sapiens,10176.0,True,,,legacy
MG877557.1,"Dengue virus type 1 isolate Gabon2012, complete genome",DENV-1,,,2012,Homo sapiens,10751.0,True,,,legacy
